author_type,url,location,deal_type,accommodation_type,price,year_of_construction,house_material_type,living_meters,floors_count,underground,creation_date
realtor_based,https://www.cian.ru/rent/flat/319524074/,Москва,rent_long,flat,290300.0,,monolithBrick,60.1,28,"Багратионовская, Парк Победы, Филёвский парк",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/313850443/,Москва,rent_long,flat,200600.0,2005.0,panel,53.3,22,"Поклонная, Ломоносовский проспект, Киевская",2025-02-18
realtor_based,https://www.cian.ru/rent/flat/317523322/,Москва,rent_long,flat,84300.0,1960.0,panel,25.0,5,"Ломоносовский проспект, Минская, Минская",2025-05-14
realtor_based,https://www.cian.ru/rent/flat/316058969/,Москва,rent_long,flat,79800.0,2024.0,panel,18.0,24,"Бульвар Генерала Карбышева, Серебряный Бор, Щукинская",2025-04-09
realtor_based,https://www.cian.ru/rent/flat/319463100/,Москва,rent_long,flat,95200.0,2022.0,monolith,18.0,25,"Октябрьское поле, Бульвар Генерала Карбышева, Серебряный Бор",2025-07-05
realtor_based,https://www.cian.ru/rent/flat/319554040/,Москва,rent_long,flat,89500.0,2006.0,panel,28.7,17,"Ховрино, Ховрино, Грачёвская",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/315551205/,Москва,rent_long,flat,90000.0,2024.0,unknown,30.0,28,Щукинская,2025-03-28
realtor_based,https://www.cian.ru/rent/flat/316823671/,Москва,rent_long,flat,70800.0,2012.0,panel,20.0,25,"Народное Ополчение, Народное Ополчение, Бульвар Генерала Карбышева",2025-04-26
realtor_based,https://www.cian.ru/rent/flat/318773958/,Москва,rent_long,flat,45700.0,2024.0,monolith,12.0,14,"Бунинская аллея, Щербинка, Силикатная",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/318757313/,Москва,rent_long,flat,70800.0,1993.0,panel,36.7,11,"Пятницкое шоссе, Митино, Волоколамская",2025-06-16
realtor_based,https://www.cian.ru/rent/flat/319633108/,Москва,rent_long,flat,229990.0,2021.0,monolithBrick,63.1,24,"Шелепиха, Шелепиха, Звенигородская",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/319395589/,Москва,rent_long,flat,99000.0,,unknown,33.7,33,"Кантемировская, Царицыно",2025-07-03
realtor_based,https://www.cian.ru/rent/flat/319675415/,Москва,rent_long,flat,53100.0,1997.0,panel,18.9,17,"Шипиловская, Борисово, Красногвардейская",2025-07-11
realtor_based,https://www.cian.ru/rent/flat/315489248/,Москва,rent_long,flat,58300.0,1983.0,panel,18.9,16,"Шипиловская, Красногвардейская, Зябликово",2025-03-27
realtor_based,https://www.cian.ru/rent/flat/319460370/,Москва,rent_long,flat,50000.0,1966.0,panel,26.0,5,"Новогиреево, Перово, Новогиреево",2025-07-05
realtor_based,https://www.cian.ru/rent/flat/319480353/,Москва,rent_long,flat,70800.0,2018.0,monolith,11.6,14,"Домодедовская, Зябликово, Орехово",2025-07-06
realtor_based,https://www.cian.ru/rent/flat/319247851/,Москва,rent_long,flat,135000.0,2000.0,panel,60.9,17,"Щукинская, Стрешнево, Стрешнево",2025-06-30
realtor_based,https://www.cian.ru/rent/flat/319676199/,Москва,rent_long,flat,99800.0,2014.0,monolith,24.0,19,"ЦСКА, Полежаевская, Беговая, Хорошёвская",2025-07-11
realtor_based,https://www.cian.ru/rent/flat/319728059/,Москва,rent_long,flat,141990.0,2021.0,monolithBrick,46.8,24,"Октябрьское поле, Бульвар Генерала Карбышева, Серебряный Бор",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/319633111/,Москва,rent_long,flat,241400.0,2021.0,monolithBrick,74.7,24,"Шелепиха, Шелепиха, Звенигородская",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/319585338/,Москва,rent_long,flat,37000.0,,unknown,18.0,14,"Щербинка, Силикатная, Бунинская аллея",2025-07-09
realtor_based,https://www.cian.ru/rent/flat/317712547/,Москва,rent_long,flat,450000.0,,unknown,84.0,7,"Смоленская, Арбатская, Баррикадная, Краснопресненская, Александровский сад, Библиотека им. Ленина, Кропоткинская",2025-05-19
realtor_based,https://www.cian.ru/rent/flat/316642425/,Москва,rent_long,flat,36000.0,2015.0,monolith,17.0,15,"Щербинка, Бунинская аллея, Остафьево",2025-04-22
realtor_based,https://www.cian.ru/rent/flat/297427153/,Москва,rent_long,flat,300000.0,,unknown,30.0,9,"Маяковская, Тверская, Пушкинская, Чеховская, Белорусская, Новослободская, Белорусская, Менделеевская",2024-01-18
realtor_based,https://www.cian.ru/rent/flat/318391817/,Москва,rent_long,flat,61600.0,2000.0,panel,18.0,20,"Бескудниково, Яхромская, Лианозово",2025-06-04
realtor_based,https://www.cian.ru/rent/flat/319359692/,Москва,rent_long,flat,320000.0,1912.0,brick,30.0,6,"Смоленская, Кропоткинская, Парк Культуры, Арбатская, Киевская",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/318115202/,Москва,rent_long,flat,370000.0,,unknown,30.0,75,"Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Деловой центр, Москва-Сити, Шелепиха",2025-05-28
realtor_based,https://www.cian.ru/rent/flat/319582337/,Москва,rent_long,flat,320000.0,1912.0,brick,30.0,6,"Смоленская, Кропоткинская, Парк Культуры, Арбатская, Киевская",2025-07-09
realtor_based,https://www.cian.ru/rent/flat/319192676/,Москва,rent_long,flat,210000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/306104269/,Москва,rent_long,flat,55000.0,1961.0,brick,23.0,9,"Университет, Проспект Вернадского, Проспект Вернадского, Новаторская",2024-08-17
realtor_based,https://www.cian.ru/rent/flat/319193074/,Москва,rent_long,flat,220000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/319193395/,Москва,rent_long,flat,390000.0,,unknown,30.0,79,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/318463291/,Москва,rent_long,flat,105300.0,2013.0,panel,22.3,16,"Коломенская, Автозаводская, Нагатинская",2025-06-06
realtor_based,https://www.cian.ru/rent/flat/314490621/,Москва,rent_long,flat,219000.0,2020.0,monolith,50.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-03-04
realtor_based,https://www.cian.ru/rent/flat/314901047/,Москва,rent_long,flat,250000.0,1910.0,brick,30.0,6,"Смоленская, Арбатская, Кропоткинская, Киевская, Александровский сад, Парк Культуры",2025-03-13
realtor_based,https://www.cian.ru/rent/flat/319033447/,Москва,rent_long,flat,84300.0,1962.0,brick,35.0,9,"Сокол, Панфиловская, Октябрьское поле",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/314038366/,Москва,rent_long,flat,275000.0,2020.0,monolith,50.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-02-22
realtor_based,https://www.cian.ru/rent/flat/309356196/,Москва,rent_long,flat,259999.0,2020.0,monolith,48.0,78,"Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2024-11-01
realtor_based,https://www.cian.ru/rent/flat/239177280/,Москва,rent_long,flat,45000.0,1962.0,unknown,19.0,8,"Павелецкая, Пролетарская, Крестьянская застава",2020-08-17
realtor_based,https://www.cian.ru/rent/flat/318467603/,Москва,rent_long,flat,350000.0,,unknown,72.0,10,"Маяковская, Белорусская, Тверская, Пушкинская, Новослободская, Белорусская, Менделеевская, Чеховская",2025-06-06
realtor_based,https://www.cian.ru/rent/flat/315565848/,Москва,rent_long,flat,350000.0,,monolithBrick,82.0,9,"Маяковская, Белорусская, Тверская, Пушкинская, Новослободская, Белорусская, Менделеевская, Чеховская",2025-03-28
realtor_based,https://www.cian.ru/rent/flat/305823202/,Москва,rent_long,flat,36000.0,2015.0,panel,17.0,21,"Некрасовка, Лухмановская, Улица Дмитриевского",2024-08-10
realtor_based,https://www.cian.ru/rent/flat/318115024/,Москва,rent_long,flat,280000.0,,unknown,30.0,75,"Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Деловой центр, Москва-Сити, Шелепиха",2025-05-28
realtor_based,https://www.cian.ru/rent/flat/319658590/,Москва,rent_long,flat,47800.0,2022.0,monolith,20.1,24,"Алтуфьево, Лианозово, Бескудниково",2025-07-11
realtor_based,https://www.cian.ru/rent/flat/319186458/,Москва,rent_long,flat,350000.0,,unknown,30.0,11,"Киевская, Смоленская, Парк Культуры",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/317605441/,Москва,rent_long,flat,53000.0,,unknown,30.0,9,"Молодёжная, Крылатское, Рабочий посёлок",2025-05-16
realtor_based,https://www.cian.ru/rent/flat/317954423/,Москва,rent_long,flat,350000.0,1963.0,brick,30.0,11,"Смоленская, Киевская, Парк Культуры",2025-05-24
realtor_based,https://www.cian.ru/rent/flat/319334894/,Москва,rent_long,flat,290000.0,2024.0,monolithBrick,30.0,32,"Кутузовская, Поклонная, Парк Победы",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/319346386/,Москва,rent_long,flat,55600.0,1959.0,brick,26.0,4,"Первомайская, Щёлковская, Измайловская",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/318860692/,Москва,rent_long,flat,280000.0,,monolith,30.0,32,"Парк Победы, Поклонная, Кутузовская",2025-06-18
realtor_based,https://www.cian.ru/rent/flat/229808794/,Москва,rent_long,flat,130000.0,2020.0,unknown,30.0,26,"Арбатская, Смоленская, Кропоткинская, Александровский сад, Библиотека им. Ленина, Боровицкая",2020-04-12
realtor_based,https://www.cian.ru/rent/flat/313829425/,Москва,rent_long,flat,81600.0,1986.0,panel,34.3,17,"Коньково, Тёплый Стан, Беляево",2025-02-17
realtor_based,https://www.cian.ru/rent/flat/313526783/,Москва,rent_long,flat,220000.0,,unknown,32.0,8,"Шаболовская, Тульская, Ленинский проспект",2025-02-11
realtor_based,https://www.cian.ru/rent/flat/318637379/,Москва,rent_long,flat,350000.0,,monolith,70.0,83,"Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха, Шелепиха",2025-06-11
realtor_based,https://www.cian.ru/rent/flat/317825377/,Москва,rent_long,flat,55000.0,2018.0,panel,18.0,25,"Говорово, Мещерская, Солнцево",2025-05-21
realtor_based,https://www.cian.ru/rent/flat/319526038/,Москва,rent_long,flat,380000.0,2008.0,monolith,30.0,16,"Смоленская, Киевская, Парк Культуры",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/318786179/,Москва,rent_long,flat,380000.0,,unknown,60.0,16,"Смоленская, Киевская, Парк Культуры",2025-06-17
realtor_based,https://www.cian.ru/rent/flat/319476784/,Москва,rent_long,flat,65000.0,2022.0,panel,21.0,17,"Филатов Луг, Саларьево, Прокшино",2025-07-06
realtor_based,https://www.cian.ru/rent/flat/319656470/,Москва,rent_long,flat,45000.0,,monolith,13.0,13,"Кедровая, Ватутинки, Десна",2025-07-11
realtor_based,https://www.cian.ru/rent/flat/318400090/,Москва,rent_long,flat,380000.0,,monolithBrick,80.0,11,"Киевская, Смоленская, Парк Культуры",2025-06-04
realtor_based,https://www.cian.ru/rent/flat/319786336/,Москва,rent_long,flat,90000.0,2024.0,unknown,31.9,21,"Перово, Новогиреево, Кусково, Новогиреево",2025-07-15
realtor_based,https://www.cian.ru/rent/flat/312731397/,Москва,rent_long,flat,43000.0,1971.0,panel,19.0,9,"Улица Академика Янгеля, Пражская, Красный Строитель",2025-01-23
realtor_based,https://www.cian.ru/rent/flat/319462941/,Москва,rent_long,flat,95000.0,,unknown,30.0,33,"Аминьевская, Аминьевская, Очаково",2025-07-05
realtor_based,https://www.cian.ru/rent/flat/312709465/,Москва,rent_long,flat,265000.0,,unknown,30.0,95,"Деловой центр, Деловой центр, Москва-Сити, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха",2025-01-23
realtor_based,https://www.cian.ru/rent/flat/319491447/,Москва,rent_long,flat,65000.0,,unknown,14.0,33,"Красный Строитель, Аннино, Улица Академика Янгеля",2025-07-07
realtor_based,https://www.cian.ru/rent/flat/318518369/,Москва,rent_long,flat,58000.0,1964.0,brick,28.0,5,"Измайловская, Первомайская, Партизанская",2025-06-08
realtor_based,https://www.cian.ru/rent/flat/319588706/,Москва,rent_long,flat,420000.0,,monolith,87.0,21,"Раменки, Матвеевская, Ломоносовский проспект",2025-07-09
realtor_not_commerce,https://www.cian.ru/rent/flat/282837041/,Москва,rent_long,flat,70000.0,2017.0,monolith,17.0,23,"Улица Скобелевская, Улица Старокачаловская, Бульвар Дмитрия Донского",2023-01-24
realtor_based,https://www.cian.ru/rent/flat/319108155/,Москва,rent_long,flat,380000.0,1917.0,brick,30.0,5,"Кропоткинская, Парк Культуры, Боровицкая, Арбатская, Библиотека им. Ленина, Александровский сад, Смоленская",2025-06-25
realtor_based,https://www.cian.ru/rent/flat/298269104/,Москва,rent_long,flat,130000.0,,unknown,30.0,10,"Петровский Парк, Динамо, ЦСКА",2024-02-07
realtor_based,https://www.cian.ru/rent/flat/318608249/,Москва,rent_long,flat,380000.0,,monolithBrick,34.0,5,"Кропоткинская, Парк Культуры, Боровицкая, Арбатская, Библиотека им. Ленина, Александровский сад, Смоленская",2025-06-10
realtor_based,https://www.cian.ru/rent/flat/319153476/,Москва,rent_long,flat,250000.0,2020.0,panel,30.0,28,"Крылатское, Молодёжная, Рабочий посёлок",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/318268375/,Москва,rent_long,flat,48900.0,2024.0,panel,10.9,9,"Филатов Луг, Прокшино, Толстопальцево",2025-06-01
realtor_based,https://www.cian.ru/rent/flat/319153478/,Москва,rent_long,flat,300000.0,2020.0,panel,30.0,28,"Крылатское, Молодёжная, Рабочий посёлок",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/318391246/,Москва,rent_long,flat,300000.0,,unknown,32.0,28,"Молодёжная, Крылатское, Рабочий посёлок",2025-06-04
realtor_based,https://www.cian.ru/rent/flat/296905087/,Москва,rent_long,flat,260000.0,2017.0,monolith,75.0,95,"Деловой центр, Деловой центр, Москва-Сити, Деловой центр, Москва-Сити, Москва-Сити, Шелепиха",2024-01-02
realtor_based,https://www.cian.ru/rent/flat/318436376/,Москва,rent_long,flat,350000.0,1950.0,brick,30.0,8,"Охотный ряд, Тверская, Театральная, Пушкинская, Чеховская, Библиотека им. Ленина, Кузнецкий мост, Александровский сад, Площадь Революции, Арбатская, Лубянка, Боровицкая, Маяковская, Трубная, Китай-город",2025-06-05
realtor_based,https://www.cian.ru/rent/flat/319741033/,Москва,rent_long,flat,130000.0,,unknown,20.0,44,"Улица 1905 года, Белорусская, Белорусская, Беговая",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/319329404/,Москва,rent_long,flat,94700.0,2023.0,brick,25.4,33,"Кантемировская, Кавказский бульвар, Царицыно",2025-07-01
realtor_based,https://www.cian.ru/rent/flat/318563026/,Москва,rent_long,flat,350000.0,,unknown,85.0,8,"Охотный ряд, Тверская, Пушкинская, Театральная, Чеховская, Кузнецкий мост, Библиотека им. Ленина, Площадь Революции, Лубянка, Александровский сад, Боровицкая, Маяковская, Трубная, Арбатская, Китай-город",2025-06-09
realtor_based,https://www.cian.ru/rent/flat/319590759/,Москва,rent_long,flat,250000.0,2000.0,unknown,30.0,7,"Киевская, Москва-Сити, Студенческая, Деловой центр, Кутузовская, Деловой центр",2025-07-09
realtor_based,https://www.cian.ru/rent/flat/318557358/,Москва,rent_long,flat,40000.0,,block,18.0,16,"Перерва, Марьино, Курьяново",2025-06-09
realtor_based,https://www.cian.ru/rent/flat/277678031/,Москва,rent_long,flat,260000.0,2010.0,monolith,56.0,23,"Кунцевская, Рабочий посёлок, Молодёжная, Кунцевская",2022-08-30
realtor_based,https://www.cian.ru/rent/flat/318780521/,Москва,rent_long,flat,300000.0,,monolith,30.0,28,"Молодёжная, Крылатское, Рабочий посёлок",2025-06-16
realtor_not_commerce,https://www.cian.ru/rent/flat/319710312/,Москва,rent_long,flat,57000.0,,unknown,25.0,4,"Академическая, Профсоюзная",2025-07-13
realtor_based,https://www.cian.ru/rent/flat/319013287/,Москва,rent_long,flat,63400.0,2021.0,monolith,14.5,25,"Братиславская, Перерва, Марьино",2025-06-23
realtor_based,https://www.cian.ru/rent/flat/314674661/,Москва,rent_long,flat,200000.0,2015.0,monolith,30.0,14,"Улица 1905 года, Краснопресненская, Баррикадная",2025-03-08
realtor_based,https://www.cian.ru/rent/flat/318643463/,Москва,rent_long,flat,65600.0,2024.0,monolith,23.0,10,"Черкизовская, Партизанская, Измайловская",2025-06-11
realtor_based,https://www.cian.ru/rent/flat/319245499/,Москва,rent_long,flat,250000.0,,unknown,67.0,14,"Киевская, Смоленская, Студенческая",2025-06-30
realtor_based,https://www.cian.ru/rent/flat/314802120/,Москва,rent_long,flat,200000.0,,monolith,38.0,14,"Улица 1905 года, Краснопресненская, Баррикадная",2025-03-11
realtor_based,https://www.cian.ru/rent/flat/319537090/,Москва,rent_long,flat,45000.0,,panel,20.0,9,"Речной вокзал, Грачёвская, Беломорская",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/319108157/,Москва,rent_long,flat,250000.0,1975.0,brick,30.0,14,"Киевская, Смоленская, Студенческая",2025-06-25
realtor_based,https://www.cian.ru/rent/flat/318869168/,Москва,rent_long,flat,64900.0,1992.0,panel,22.0,12,"Бульвар Дмитрия Донского, Улица Старокачаловская, Аннино, Лесопарковая",2025-06-18
realtor_based,https://www.cian.ru/rent/flat/318639278/,Москва,rent_long,flat,180000.0,,unknown,80.0,5,"Китай-город, Лубянка, Чкаловская, Площадь Революции, Новокузнецкая, Курская, Таганская, Чистые пруды, Кузнецкий мост",2025-06-11
realtor_based,https://www.cian.ru/rent/flat/318800129/,Москва,rent_long,flat,90000.0,,unknown,30.0,22,"Молодёжная, Рабочий посёлок, Кунцевская",2025-06-17
realtor_not_commerce,https://www.cian.ru/rent/flat/251043087/,Москва,rent_long,flat,73900.0,2016.0,monolith,30.0,15,"ЦСКА, Динамо, Петровский Парк",2021-02-17
realtor_based,https://www.cian.ru/rent/flat/316505637/,Москва,rent_long,flat,190000.0,2005.0,monolith,30.0,24,"Ломоносовский проспект, Раменки, Мичуринский проспект",2025-04-19
realtor_based,https://www.cian.ru/rent/flat/319206668/,Москва,rent_long,flat,70000.0,2022.0,panel,42.0,9,"Филатов Луг, Прокшино, Толстопальцево",2025-06-28
realtor_based,https://www.cian.ru/rent/flat/319513932/,Москва,rent_long,flat,300000.0,1917.0,brick,30.0,5,"Комсомольская, Красные ворота, Курская, Курская, Чкаловская, Чистые пруды, Тургеневская, Сретенский бульвар, Площадь трёх вокзалов, Площадь трёх вокзалов",2025-07-07
realtor_based,https://www.cian.ru/rent/flat/317363863/,Москва,rent_long,flat,58000.0,2024.0,monolith,12.4,33,"Аминьевская, Аминьевская, Давыдково",2025-05-11
realtor_based,https://www.cian.ru/rent/flat/316823547/,Москва,rent_long,flat,200000.0,,monolithBrick,75.0,17,"Ломоносовский проспект, Раменки, Мичуринский проспект",2025-04-26
realtor_not_commerce,https://www.cian.ru/rent/flat/306318373/,Москва,rent_long,flat,115000.0,1959.0,brick,30.0,5,"Ломоносовский проспект, Минская, Минская",2024-08-22
realtor_based,https://www.cian.ru/rent/flat/319209686/,Москва,rent_long,flat,450000.0,,monolithBrick,120.0,25,"Сокол, Аэропорт, Красный Балтиец, Панфиловская",2025-06-28
realtor_based,https://www.cian.ru/rent/flat/319256165/,Москва,rent_long,flat,300000.0,,old,102.0,5,"Красные ворота, Курская, Курская, Чкаловская, Чистые пруды, Тургеневская, Комсомольская, Сретенский бульвар, Площадь трёх вокзалов, Площадь трёх вокзалов",2025-06-30
realtor_based,https://www.cian.ru/rent/flat/319684326/,Москва,rent_long,flat,490000.0,,unknown,55.0,79,"Деловой центр, Москва-Сити, Москва-Сити, Деловой центр, Деловой центр, Москва-Сити, Шелепиха, Шелепиха",2025-07-12
realtor_not_commerce,https://www.cian.ru/rent/flat/319711778/,Москва,rent_long,flat,75000.0,2018.0,monolith,30.0,27,"Водный стадион, Балтийская, Войковская",2025-07-13
realtor_based,https://www.cian.ru/rent/flat/318930708/,Москва,rent_long,flat,70000.0,2022.0,panel,11.9,30,"Нижегородская, Нижегородская, Нижегородская, Стахановская, Перово, Чухлинка",2025-06-20
realtor_based,https://www.cian.ru/rent/flat/316898372/,Москва,rent_long,flat,380000.0,,monolithBrick,98.0,9,"Октябрьская, Полянка, Добрынинская, Серпуховская, Третьяковская, Павелецкая",2025-04-28
realtor_based,https://www.cian.ru/rent/flat/317149245/,Москва,rent_long,flat,150000.0,,monolith,42.0,47,"Дмитровская, Савёловская, Савёловская",2025-05-05
realtor_based,https://www.cian.ru/rent/flat/319393999/,Москва,rent_long,flat,180000.0,,unknown,49.0,16,"Кропоткинская, Арбатская, Смоленская, Боровицкая, Парк Культуры, Александровский сад, Библиотека им. Ленина",2025-07-03
realtor_based,https://www.cian.ru/rent/flat/319553220/,Москва,rent_long,flat,280000.0,,monolith,37.0,42,"Кутузовская, Поклонная, Кутузовская",2025-07-08
realtor_based,https://www.cian.ru/rent/flat/319181651/,Москва,rent_long,flat,75000.0,2021.0,monolith,12.0,5,"Электрозаводская, Электрозаводская, Электрозаводская",2025-06-27
realtor_based,https://www.cian.ru/rent/flat/316125039/,Москва,rent_long,flat,350000.0,,monolithBrick,80.0,8,"Охотный ряд, Тверская, Пушкинская, Театральная, Чеховская, Кузнецкий мост, Библиотека им. Ленина, Площадь Революции, Лубянка, Александровский сад, Боровицкая, Маяковская, Трубная, Арбатская, Китай-город",2025-04-10
realtor_based,https://www.cian.ru/rent/flat/319719336/,Москва,rent_long,flat,90000.0,,unknown,20.0,33,"Аминьевская, Аминьевская, Мичуринский проспект, Мичуринский проспект",2025-07-14
realtor_based,https://www.cian.ru/rent/flat/315636603/,Москва,rent_long,flat,350000.0,,monolithBrick,78.0,9,"Маяковская, Белорусская, Тверская, Пушкинская, Новослободская, Белорусская, Менделеевская, Чеховская",2025-03-31
realtor_based,https://www.cian.ru/rent/flat/318704511/,Москва,rent_long,flat,54100.0,2024.0,panel,11.3,9,"Филатов Луг, Прокшино, Толстопальцево",2025-06-13
realtor_based,https://www.cian.ru/rent/flat/318232702/,Москва,rent_long,flat,200000.0,,stalin,38.0,10,"Курская, Чкаловская, Курская, Таганская, Китай-город, Марксистская",2025-05-31
realtor_based,https://www.cian.ru/rent/flat/318172971/,Москва,rent_long,flat,250000.0,,monolith,30.0,32,"Парк Победы, Поклонная, Кутузовская",2025-05-29
realtor_based,https://www.cian.ru/rent/flat/319641322/,Москва,rent_long,flat,68700.0,2023.0,panel,18.0,4,"Рассказовка, Аэропорт Внуково, Пыхтино",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/319123863/,Москва,rent_long,flat,470000.0,,monolith,30.0,5,"Чистые пруды, Тургеневская, Китай-город, Сретенский бульвар, Лубянка, Курская, Красные ворота, Площадь Революции, Чкаловская, Кузнецкий мост, Курская",2025-06-26
realtor_based,https://www.cian.ru/rent/flat/317292506/,Москва,rent_long,flat,300000.0,,brick,68.0,4,"Кропоткинская, Боровицкая, Библиотека им. Ленина, Александровский сад, Арбатская, Охотный ряд, Парк Культуры, Театральная, Полянка",2025-05-08
realtor_based,https://www.cian.ru/rent/flat/313642114/,Москва,rent_long,flat,280000.0,,monolithBrick,57.0,44,"Улица 1905 года, Белорусская, Белорусская, Беговая",2025-02-13
realtor_based,https://www.cian.ru/rent/flat/318401397/,Москва,rent_long,flat,420000.0,,monolith,82.0,21,"Раменки, Матвеевская, Ломоносовский проспект",2025-06-04
realtor_based,https://www.cian.ru/rent/flat/318935703/,Москва,rent_long,flat,76000.0,2018.0,panel,37.0,14,"Говорово, Мещерская, Солнцево",2025-06-20
realtor_based,https://www.cian.ru/rent/flat/317314682/,Москва,rent_long,flat,450000.0,,monolith,95.0,18,"Достоевская, Марьина Роща, Менделеевская, Новослободская",2025-05-09
realtor_based,https://www.cian.ru/rent/flat/319453698/,Москва,rent_long,flat,340000.0,2022.0,monolithBrick,30.0,32,"Парк Победы, Поклонная, Кутузовская",2025-07-05
realtor_based,https://www.cian.ru/rent/flat/318982882/,Москва,rent_long,flat,40000.0,1974.0,panel,20.0,14,"Коптево, Водный стадион, Лихоборы",2025-06-22
realtor_based,https://www.cian.ru/rent/flat/319181124/,Москва,rent_long,flat,350000.0,,unknown,30.0,69,"Москва-Сити, Деловой центр, Деловой центр, Деловой центр, Москва-Сити, Москва-Сити",2025-06-27
realtor_not_commerce,https://www.cian.ru/rent/flat/319639587/,Москва,rent_long,flat,75000.0,,unknown,15.0,25,"Свиблово, Бабушкинская, Ботанический сад",2025-07-10
realtor_based,https://www.cian.ru/rent/flat/311039721/,Москва,rent_long,flat,380000.0,,monolithBrick,53.0,38,"Ломоносовский проспект, Минская, Минская",2024-12-09
realtor_based,https://www.cian.ru/rent/flat/319142962/,Москва,rent_long,flat,60000.0,1978.0,panel,20.0,18,"Люблино, Братиславская, Волжская",2025-06-26
realtor_based,https://www.cian.ru/rent/flat/319597352/,Москва,rent_long,flat,300000.0,,monolith,30.0,34,"Парк Победы, Поклонная, Кутузовская",2025-07-09
realtor_based,https://www.cian.ru/rent/flat/319358490/,Москва,rent_long,flat,450000.0,,monolith,114.0,16,"Достоевская, Марьина Роща, Менделеевская, Новослободская",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/319357077/,Москва,rent_long,flat,52000.0,,unknown,13.0,23,"Рассказовка, Мичуринец, Новопеределкино",2025-07-02
realtor_based,https://www.cian.ru/rent/flat/313538367/,Москва,rent_long,flat,200000.0,,monolithBrick,38.0,14,"Улица 1905 года, Краснопресненская, Баррикадная",2025-02-11
realtor_based,https://www.cian.ru/rent/flat/318320087/,Москва,rent_long,flat,60000.0,2021.0,panel,10.1,15,"Строгино, Павшино, Мякинино",2025-06-03
realtor_based,https://www.cian.ru/rent/flat/313423089/,Москва,rent_long,flat,320000.0,1956.0,brick,30.0,9,"Охотный ряд, Тверская, Пушкинская, Театральная, Чеховская, Библиотека им. Ленина, Александровский сад, Арбатская, Кузнецкий мост, Площадь Революции, Лубянка, Боровицкая, Маяковская, Трубная",2025-02-08
realtor_based,https://www.cian.ru/rent/flat/315281577/,Москва,rent_long,flat,320000.0,,brick,44.0,9,"Охотный ряд, Тверская, Пушкинская, Театральная, Чеховская, Библиотека им. Ленина, Александровский сад, Арбатская, Кузнецкий мост, Площадь Революции, Лубянка, Боровицкая, Маяковская, Трубная",2025-03-22
realtor_based,https://www.cian.ru/rent/flat/319355283/,Москва,rent_long,flat,83000.0,,unknown,16.0,27,Октябрьское поле,2025-07-02
realtor_based,https://www.cian.ru/rent/flat/311821156/,Москва,rent_long,flat,450000.0,2004.0,monolith,30.0,8,"Пушкинская, Тверская, Маяковская, Чеховская, Баррикадная, Арбатская",2024-12-28
realtor_based,https://www.cian.ru/rent/flat/318504787/,Москва,rent_long,flat,94700.0,1956.0,panel,38.0,7,"Шаболовская, Октябрьская, Тульская",2025-06-07
realtor_based,https://www.cian.ru/rent/flat/319786904/,Москва,rent_long,flat,80000.0,,unknown,45.0,5,"Кунцевская, Рабочий посёлок, Сетунь",2025-07-15
realtor_based,https://www.cian.ru/rent/flat/319725464/,Москва,rent_long,flat,53100.0,1959.0,brick,12.0,5,"Шелепиха, Шелепиха, Хорошёвская, Полежаевская, Звенигородская",2025-07-14
